FaceID,strip,strip_num,x,y,z
319,1,0,0.937486929,-0.342975520,-0.059042781
555,1,1,0.882037019,-0.467539988,-0.058455595
554,1,2,0.807607164,-0.586761074,-0.059009412
553,1,3,0.717222429,-0.694388178,-0.058455505
399,1,4,0.615887992,-0.785618183,-0.059042791
402,1,5,0.662302784,-0.728788244,-0.173846820
401,1,6,0.600304129,-0.744990633,-0.290901890
403,1,7,0.629798756,-0.672195869,-0.389238026
404,1,8,0.694938883,-0.662463396,-0.279646561
556,1,9,0.754883159,-0.632682001,-0.172814648
557,1,10,0.834988504,-0.522426379,-0.172814572
318,1,11,0.897781916,-0.404678707,-0.173846990
327,1,12,0.942842246,-0.280399827,-0.180067864
326,1,13,0.894032222,-0.340708723,-0.290901963
317,1,14,0.844787909,-0.456214034,-0.279646461
558,1,15,0.777499434,-0.564885815,-0.276403052
405,1,16,0.714732049,-0.591760283,-0.372797352
316,1,17,0.783662693,-0.496885124,-0.372797476
325,1,18,0.833914946,-0.391254096,-0.389237839
101,1,19,0.764610898,-0.438248894,-0.472554845
109,1,20,0.683905103,-0.496885011,-0.534208850
153,1,21,0.653078299,-0.591760545,-0.472554963
152,1,22,0.560910462,-0.662463164,-0.496509829
160,1,23,0.492163363,-0.632682131,-0.597903458
161,1,24,0.594929611,-0.564886262,-0.571806146
168,1,25,0.527987499,-0.522426920,-0.669551577
174,1,26,0.446743091,-0.467539829,-0.762775930
179,1,27,0.353733136,-0.401430247,-0.844823428
183,1,28,0.253775926,-0.327339044,-0.910190601
139,1,29,0.275703691,-0.200310182,-0.940140046
135,1,30,0.376532148,-0.273565971,-0.885090504
130,1,31,0.472066391,-0.342975915,-0.812108887
124,1,32,0.556992586,-0.404678887,-0.725254616
117,1,33,0.627924087,-0.456213701,-0.630539769
110,1,34,0.721082480,-0.391251838,-0.571805960
102,1,35,0.803371022,-0.328744953,-0.496509573
333,1,36,0.871892003,-0.272566403,-0.406831526
334,1,37,0.929253369,-0.212371915,-0.302301746
335,1,38,0.971942477,-0.144469257,-0.185624498
341,1,39,0.948472014,-0.072233634,-0.308517650
340,1,40,0.897288577,-0.140200086,-0.418589471
103,1,41,0.832697665,-0.204368417,-0.514633995
111,1,42,0.753802782,-0.272566431,-0.597903760
118,1,43,0.660014536,-0.340708309,-0.669551088
125,1,44,0.582707769,-0.280400429,-0.762776019
131,1,45,0.491092448,-0.212371834,-0.844823302
